"Mod name","Registry name","Hardness","Resistance"
"Quark","quark:stone_andesite_wall",1.50,30.00
"Quark","quark:stone_basalt_bricks_slab",1.50,30.00
"Quark","quark:stone_basalt_bricks_slab_double",1.50,30.00
"Quark","quark:stone_basalt_bricks_stairs",1.50,30.00
"Quark","quark:stone_basalt_bricks_wall",1.50,30.00
"Quark","quark:stone_basalt_slab",1.50,30.00
"Quark","quark:stone_basalt_slab_double",1.50,30.00
"Quark","quark:stone_basalt_stairs",1.50,30.00
"Quark","quark:stone_diorite_bricks_slab",1.50,30.00
"Quark","quark:stone_diorite_bricks_slab_double",1.50,30.00
"Quark","quark:stone_diorite_bricks_stairs",1.50,30.00
"Quark","quark:stone_diorite_bricks_wall",1.50,30.00
"Quark","quark:stone_diorite_slab",1.50,30.00
"Quark","quark:stone_diorite_slab_double",1.50,30.00
"Quark","quark:stone_diorite_stairs",1.50,30.00
"Quark","quark:stone_diorite_wall",1.50,30.00
"Quark","quark:stone_granite_bricks_slab",1.50,30.00
"Quark","quark:stone_granite_bricks_slab_double",1.50,30.00
"Quark","quark:stone_granite_bricks_stairs",1.50,30.00
"Quark","quark:stone_granite_bricks_wall",1.50,30.00
"Quark","quark:stone_granite_slab",1.50,30.00
"Quark","quark:stone_granite_slab_double",1.50,30.00
"Quark","quark:stone_granite_stairs",1.50,30.00
"Quark","quark:stone_granite_wall",1.50,30.00
"Quark","quark:stone_limestone_bricks_slab",1.50,30.00
"Quark","quark:stone_limestone_bricks_slab_double",1.50,30.00
"Quark","quark:stone_limestone_bricks_stairs",1.50,30.00
"Quark","quark:stone_limestone_bricks_wall",1.50,30.00
"Quark","quark:stone_limestone_slab",1.50,30.00
"Quark","quark:stone_limestone_slab_double",1.50,30.00
"Quark","quark:stone_limestone_stairs",1.50,30.00
"Quark","quark:stone_marble_bricks_slab",1.50,30.00
"Quark","quark:stone_marble_bricks_slab_double",1.50,30.00
"Quark","quark:stone_marble_bricks_stairs",1.50,30.00
"Quark","quark:stone_marble_bricks_wall",1.50,30.00
"Quark","quark:stone_marble_slab",1.50,30.00
"Quark","quark:stone_marble_slab_double",1.50,30.00
"Quark","quark:stone_marble_stairs",1.50,30.00
"Quark","quark:stone_speleothem",1.50,7.50
"Quark","quark:stone_stairs",1.50,30.00
"Quark","quark:stone_wall",1.50,30.00
"Quark","quark:stonebrick_wall",1.50,30.00
"Quark","quark:sturdy_stone",4.00,30.00
"Quark","quark:sugar_block",0.50,2.50
"Quark","quark:thatch",0.50,2.50
"Quark","quark:thatch_slab",0.50,2.50
"Quark","quark:thatch_slab_double",0.50,2.50
"Quark","quark:thatch_stairs",0.50,2.50
"Quark","quark:vertical_planks",2.00,15.00
"Quark","quark:vertical_stained_planks",2.00,15.00
"Quark","quark:world_stone_bricks",1.50,30.00
"Quark","quark:world_stone_pavement",1.50,30.00
"Roots Classic","rootsclassic:altar",1.00,5.00
"Roots Classic","rootsclassic:brazier",1.00,5.00
"Roots Classic","rootsclassic:flareorchid",0.00,0.00
"Roots Classic","rootsclassic:imbuer",1.00,5.00
"Roots Classic","rootsclassic:midnightbloom",0.00,0.00
"Roots Classic","rootsclassic:mortar",1.00,5.00
"Roots Classic","rootsclassic:radiantdaisy",0.00,0.00
"Roots Classic","rootsclassic:standingstoneaccelerator",1.00,5.00
"Roots Classic","rootsclassic:standingstoneaesthetic",1.00,5.00
"Roots Classic","rootsclassic:standingstoneentangler",1.00,5.00
"Roots Classic","rootsclassic:standingstonegrower",1.00,5.00
"Roots Classic","rootsclassic:standingstonehealer",1.00,5.00
"Roots Classic","rootsclassic:standingstoneigniter",1.00,5.00
"Roots Classic","rootsclassic:standingstonerepulsor",1.00,5.00
"Roots Classic","rootsclassic:standingstonet1",1.00,5.00
"Roots Classic","rootsclassic:standingstonet2",1.00,5.00
"Roots Classic","rootsclassic:standingstonevacuum",1.00,5.00
"Runecarved","runecarved:runestone",1.00,5.00
"Runecarved","runecarved:simple_enchanter",1.00,5.00
"Rustic","rustic:ale_wort",0.00,0.00
"Rustic","rustic:aloe_vera",0.00,0.00
"Rustic","rustic:andesite_pillar",2.00,10.00
"Rustic","rustic:apiary",1.00,5.00
"Rustic","rustic:apple_juice",0.00,0.00
"Rustic","rustic:apple_seeds",0.00,5.00
"Rustic","rustic:barrel",1.50,7.50
"Rustic","rustic:beehive",0.50,5.00
"Rustic","rustic:blood_orchid",0.00,0.00
"Rustic","rustic:brewing_barrel",1.50,7.50
"Rustic","rustic:cabinet",2.50,12.50
"Rustic","rustic:candle",1.00,5.00
"Rustic","rustic:chain",1.00,5.00
"Rustic","rustic:chair_acacia",1.00,5.00
"Rustic","rustic:chair_big_oak",1.00,5.00
"Rustic","rustic:chair_birch",1.00,5.00
"Rustic","rustic:chair_ironwood",1.00,5.00
"Rustic","rustic:chair_jungle",1.00,5.00
"Rustic","rustic:chair_oak",1.00,5.00
"Rustic","rustic:chair_olive",1.00,5.00
"Rustic","rustic:chair_spruce",1.00,5.00
"Rustic","rustic:chamomile",0.00,0.00
"Rustic","rustic:chandelier",2.00,10.00
"Rustic","rustic:chili_crop",0.00,5.00
"Rustic","rustic:clay_wall",1.00,5.00
"Rustic","rustic:clay_wall_cross",1.00,5.00
"Rustic","rustic:clay_wall_diag",1.00,5.00
"Rustic","rustic:cloudsbluff",0.00,0.00
"Rustic","rustic:cohosh",0.00,0.00
"Rustic","rustic:condenser",2.00,10.00
"Rustic","rustic:condenser_advanced",2.00,10.00
"Rustic","rustic:core_root",0.00,0.00
"Rustic","rustic:crop_stake",2.00,15.00
"Rustic","rustic:crushing_tub",1.50,7.50
"Rustic","rustic:deathstalk_mushroom",0.00,0.00
"Rustic","rustic:diorite_pillar",2.00,10.00
"Rustic","rustic:evaporating_basin",1.25,6.25
"Rustic","rustic:fence_gate_ironwood",2.00,10.00
"Rustic","rustic:fence_gate_olive",2.00,10.00
"Rustic","rustic:fence_ironwood",2.00,10.00
"Rustic","rustic:fence_olive",2.00,10.00
"Rustic","rustic:fertile_soil",0.50,5.00
"Rustic","rustic:gargoyle",1.00,5.00
"Rustic","rustic:ginseng",0.00,0.00
"Rustic","rustic:granite_pillar",2.00,10.00
"Rustic","rustic:grape_juice",0.00,0.00
"Rustic","rustic:grape_leaves",1.00,5.00
"Rustic","rustic:grape_stem",0.50,5.00
"Rustic","rustic:honey",0.00,0.00
"Rustic","rustic:horsetail",0.00,0.00
"Rustic","rustic:iron_lantern",2.00,10.00
"Rustic","rustic:iron_lattice",2.00,10.00
"Rustic","rustic:ironberry_juice",0.00,0.00
"Rustic","rustic:ironwood_door",3.00,15.00
"Rustic","rustic:ironwood_doubleslab",2.00,10.00
"Rustic","rustic:ironwood_slab",2.00,10.00
"Rustic","rustic:ironwoodbranch",0.00,0.00
"Rustic","rustic:ironwoodbranchx",0.00,0.00
"Rustic","rustic:ironwoodroot",2.50,3.00
"Rustic","rustic:leaves",0.20,1.00
"Rustic","rustic:leaves0",0.20,1.00
"Rustic","rustic:leaves_apple",0.20,1.00
"Rustic","rustic:liquid_barrel",1.50,7.50
"Rustic","rustic:log",2.00,10.00
"Rustic","rustic:marsh_mallow",0.00,0.00
"Rustic","rustic:mooncap_mushroom",0.00,0.00
"Rustic","rustic:olive_door",3.00,15.00
"Rustic","rustic:olive_doubleslab",2.00,10.00
"Rustic","rustic:olive_oil",0.00,0.00
"Rustic","rustic:olive_slab",2.00,10.00
"Rustic","rustic:olivebranch",0.00,0.00
"Rustic","rustic:painted_wood_black",2.00,10.00
"Rustic","rustic:painted_wood_blue",2.00,10.00
"Rustic","rustic:painted_wood_brown",2.00,10.00
"Rustic","rustic:painted_wood_cyan",2.00,10.00
"Rustic","rustic:painted_wood_gray",2.00,10.00
"Rustic","rustic:painted_wood_green",2.00,10.00
"Rustic","rustic:painted_wood_light_blue",2.00,10.00
"Rustic","rustic:painted_wood_lime",2.00,10.00
"Rustic","rustic:painted_wood_magenta",2.00,10.00
"Rustic","rustic:painted_wood_orange",2.00,10.00
"Rustic","rustic:painted_wood_pink",2.00,10.00
"Rustic","rustic:painted_wood_purple",2.00,10.00
"Rustic","rustic:painted_wood_red",2.00,10.00
"Rustic","rustic:painted_wood_silver",2.00,10.00
"Rustic","rustic:painted_wood_white",2.00,10.00
"Rustic","rustic:painted_wood_yellow",2.00,10.00
"Rustic","rustic:planks",2.00,15.00
"Rustic","rustic:retort",2.00,10.00
"Rustic","rustic:retort_advanced",2.00,10.00
"Rustic","rustic:rope",0.50,5.00
"Rustic","rustic:sapling",0.00,0.00
"Rustic","rustic:sapling_apple",0.00,0.00
"Rustic","rustic:slate",2.00,10.00
"Rustic","rustic:slate_brick",2.00,10.00
"Rustic","rustic:slate_brick_doubleslab",2.00,10.00
"Rustic","rustic:slate_brick_slab",2.00,10.00
"Rustic","rustic:slate_chiseled",2.00,10.00
"Rustic","rustic:slate_pillar",2.00,10.00
"Rustic","rustic:slate_roof",2.00,10.00
"Rustic","rustic:slate_roof_doubleslab",2.00,10.00
"Rustic","rustic:slate_roof_slab",2.00,10.00
"Rustic","rustic:slate_tile",2.00,10.00
"Rustic","rustic:stairs_ironwood",2.00,15.00
"Rustic","rustic:stairs_olive",2.00,15.00
"Rustic","rustic:stairs_slate_brick",2.00,10.00
"Rustic","rustic:stairs_slate_roof",2.00,10.00
"Rustic","rustic:stake_tied",1.00,15.00
"Rustic","rustic:stone_pillar",2.00,10.00
"Rustic","rustic:table_acacia",1.00,5.00
"Rustic","rustic:table_big_oak",1.00,5.00
"Rustic","rustic:table_birch",1.00,5.00
"Rustic","rustic:table_ironwood",1.00,5.00
"Rustic","rustic:table_jungle",1.00,5.00
"Rustic","rustic:table_oak",1.00,5.00
"Rustic","rustic:table_olive",1.00,5.00
"Rustic","rustic:table_spruce",1.00,5.00
"Rustic","rustic:tomato_crop",0.00,5.00
"Rustic","rustic:vase",0.50,5.00
"Rustic","rustic:wildberry_bush",0.20,5.00
"Rustic","rustic:wildberry_juice",0.00,0.00
"Rustic","rustic:wind_thistle",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:brass_lantern",2.00,10.00
"Rustic Thaumaturgy","rusticthaumaturgy:chain_brass",1.00,5.00
"Rustic Thaumaturgy","rusticthaumaturgy:chair_greatwood",1.00,5.00
"Rustic Thaumaturgy","rusticthaumaturgy:chair_silverwood",1.00,5.00
"Rustic Thaumaturgy","rusticthaumaturgy:chandelier_brass",2.00,10.00
"Rustic Thaumaturgy","rusticthaumaturgy:cinderfire_whiskey",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:cinderfire_wort",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:cindermote",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:shimmerdew_spirits",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:shimmerdew_wort",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:shimmerpetal",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:table_greatwood",1.00,5.00
"Rustic Thaumaturgy","rusticthaumaturgy:table_silverwood",1.00,5.00
"Rustic Thaumaturgy","rusticthaumaturgy:viscap",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:viscous_brew",0.00,0.00
"Rustic Thaumaturgy","rusticthaumaturgy:viscous_wort",0.00,0.00
"Seeds For Electroblob's Wizardry","t3s4ebw:crystal_crop",0.00,0.00
"Soot","soot:alchemy_gauge",1.60,8.00
"Soot","soot:alchemy_globe",1.60,8.00
"Soot","soot:alchemy_pedestal",1.60,8.00
"Soot","soot:alchemy_tablet",1.60,8.00
"Soot","soot:archaic_big_bricks",1.60,8.00
"Soot","soot:archaic_big_bricks_slab",1.60,8.00
"Soot","soot:archaic_big_bricks_stairs",1.60,8.00
"Soot","soot:archaic_bricks_slab",1.60,8.00
"Soot","soot:archaic_bricks_stairs",1.60,8.00
"Soot","soot:archaic_tile_slab",1.60,8.00
"Soot","soot:archaic_tile_stairs",1.60,8.00
"Soot","soot:beam_cannon",1.60,8.00
"Soot","soot:caminite_clay",1.60,8.00
"Soot","soot:caminite_large_tile",1.60,8.00
"Soot","soot:caminite_large_tile_slab",1.60,8.00
"Soot","soot:caminite_large_tile_stairs",1.60,8.00
"Soot","soot:caminite_tiles",1.60,8.00
"Soot","soot:caminite_tiles_slab",1.60,8.00
"Soot","soot:caminite_tiles_stairs",1.60,8.00
"Soot","soot:crystal_cell",1.00,5.00
"Soot","soot:dawnstone_anvil",1.60,8.00
"Soot","soot:distillation_pipe",1.60,8.00
"Soot","soot:ember_bore",1.00,5.00
"Soot","soot:ember_burst",0.00,0.00
"Soot","soot:heat_coil",1.00,5.00
"Soot","soot:insulation",1.60,8.00
"Soot","soot:mech_accessor",1.00,5.00
"Soot","soot:mixer",1.00,5.00
"Soot","soot:redstone_bin",1.00,5.00
"Soot","soot:scale",1.60,8.00
"Soot","soot:sealed_keg",1.60,8.00
"Soot","soot:sealed_pillar",1.60,8.00
"Soot","soot:sealed_planks_slab",1.60,8.00
"Soot","soot:sealed_planks_stairs",1.60,12.50
"Soot","soot:sealed_tile",1.60,8.00
"Soot","soot:sealed_tile_slab",1.60,8.00
"Soot","soot:sealed_tile_stairs",1.60,8.00
"Soot","soot:stamper",1.00,5.00
"Soot","soot:still",1.60,8.00
"Soot","soot:sulfur_ore",1.60,8.00
"Soot","soot:wrought_platform",1.60,8.00
"Soot","soot:wrought_platform_slab",1.60,8.00
"Soot","soot:wrought_tile",1.60,8.00
"Thaumcraft","thaumcraft:activator_rail",0.70,3.50
"Thaumcraft","thaumcraft:alembic",2.00,60.00
"Thaumcraft","thaumcraft:amber_block",0.50,7.50
"Thaumcraft","thaumcraft:amber_brick",0.50,7.50
"Thaumcraft","thaumcraft:arcane_ear",1.00,60.00
"Thaumcraft","thaumcraft:arcane_ear_toggle",1.00,60.00
"Thaumcraft","thaumcraft:arcane_workbench",2.00,60.00
"Thaumcraft","thaumcraft:arcane_workbench_charger",1.25,30.00
"Thaumcraft","thaumcraft:banner_black",1.00,7.50
"Thaumcraft","thaumcraft:banner_blue",1.00,7.50
"Thaumcraft","thaumcraft:banner_brown",1.00,7.50
"Thaumcraft","thaumcraft:banner_crimson_cult",1.00,7.50
"Thaumcraft","thaumcraft:banner_cyan",1.00,7.50
"Thaumcraft","thaumcraft:banner_gray",1.00,7.50
"Thaumcraft","thaumcraft:banner_green",1.00,7.50
"Thaumcraft","thaumcraft:banner_lightblue",1.00,7.50
"Thaumcraft","thaumcraft:banner_lime",1.00,7.50
"Thaumcraft","thaumcraft:banner_magenta",1.00,7.50
"Thaumcraft","thaumcraft:banner_orange",1.00,7.50
"Thaumcraft","thaumcraft:banner_pink",1.00,7.50
"Thaumcraft","thaumcraft:banner_purple",1.00,7.50
"Thaumcraft","thaumcraft:banner_red",1.00,7.50
"Thaumcraft","thaumcraft:banner_silver",1.00,7.50
"Thaumcraft","thaumcraft:banner_white",1.00,7.50
"Thaumcraft","thaumcraft:banner_yellow",1.00,7.50
"Thaumcraft","thaumcraft:barrier",0.00,0.00
"Thaumcraft","thaumcraft:bellows",1.00,60.00
"Thaumcraft","thaumcraft:brain_box",1.00,30.00
"Thaumcraft","thaumcraft:candle_black",0.10,7.50
"Thaumcraft","thaumcraft:candle_blue",0.10,7.50
"Thaumcraft","thaumcraft:candle_brown",0.10,7.50
"Thaumcraft","thaumcraft:candle_cyan",0.10,7.50
"Thaumcraft","thaumcraft:candle_gray",0.10,7.50
"Thaumcraft","thaumcraft:candle_green",0.10,7.50
"Thaumcraft","thaumcraft:candle_lightblue",0.10,7.50
"Thaumcraft","thaumcraft:candle_lime",0.10,7.50
"Thaumcraft","thaumcraft:candle_magenta",0.10,7.50
"Thaumcraft","thaumcraft:candle_orange",0.10,7.50
"Thaumcraft","thaumcraft:candle_pink",0.10,7.50
"Thaumcraft","thaumcraft:candle_purple",0.10,7.50
"Thaumcraft","thaumcraft:candle_red",0.10,7.50
"Thaumcraft","thaumcraft:candle_silver",0.10,7.50
"Thaumcraft","thaumcraft:candle_white",0.10,7.50
"Thaumcraft","thaumcraft:candle_yellow",0.10,7.50
"Thaumcraft","thaumcraft:centrifuge",2.00,60.00
"Thaumcraft","thaumcraft:cinderpearl",0.00,0.00
"Thaumcraft","thaumcraft:condenser",2.00,60.00
"Thaumcraft","thaumcraft:condenser_lattice",0.50,15.00
"Thaumcraft","thaumcraft:condenser_lattice_dirty",0.50,15.00
"Thaumcraft","thaumcraft:crucible",2.00,60.00
"Thaumcraft","thaumcraft:crystal_aer",0.25,1.25
"Thaumcraft","thaumcraft:crystal_aqua",0.25,1.25
"Thaumcraft","thaumcraft:crystal_ignis",0.25,1.25
"Thaumcraft","thaumcraft:crystal_ordo",0.25,1.25
"Thaumcraft","thaumcraft:crystal_perditio",0.25,1.25
"Thaumcraft","thaumcraft:crystal_terra",0.25,1.25
"Thaumcraft","thaumcraft:crystal_vitium",0.25,1.25
"Thaumcraft","thaumcraft:dioptra",2.00,60.00
"Thaumcraft","thaumcraft:effect_glimmer",1.50,999.00
"Thaumcraft","thaumcraft:effect_sap",1.50,999.00
"Thaumcraft","thaumcraft:effect_shock",1.50,999.00
"Thaumcraft","thaumcraft:empty",0.50,7.50
"Thaumcraft","thaumcraft:essentia_input",1.00,30.00
"Thaumcraft","thaumcraft:essentia_output",1.00,30.00
"Thaumcraft","thaumcraft:everfull_urn",2.00,60.00
"Thaumcraft","thaumcraft:flesh_block",0.25,6.00
"Thaumcraft","thaumcraft:flux_goo",0.00,0.00
"Thaumcraft","thaumcraft:golem_builder",2.00,60.00
"Thaumcraft","thaumcraft:grass_ambient",0.60,3.00
"Thaumcraft","thaumcraft:hole",-1.00,18000000.00
"Thaumcraft","thaumcraft:hungry_chest",2.50,12.50
"Thaumcraft","thaumcraft:infernal_furnace",2.00,60.00
"Thaumcraft","thaumcraft:infusion_matrix",2.00,60.00
"Thaumcraft","thaumcraft:inlay",0.50,7.50
"Thaumcraft","thaumcraft:jar_brain",0.30,60.00
"Thaumcraft","thaumcraft:jar_normal",0.30,60.00
"Thaumcraft","thaumcraft:jar_void",0.30,60.00
"Thaumcraft","thaumcraft:lamp_arcane",1.00,60.00
"Thaumcraft","thaumcraft:lamp_fertility",1.00,60.00
"Thaumcraft","thaumcraft:lamp_growth",1.00,60.00
"Thaumcraft","thaumcraft:leaves_greatwood",0.20,1.00
"Thaumcraft","thaumcraft:leaves_silverwood",0.20,1.00
"Thaumcraft","thaumcraft:levitator",2.00,60.00
"Thaumcraft","thaumcraft:liquid_death",0.00,0.00
"Thaumcraft","thaumcraft:log_greatwood",2.00,15.00
"Thaumcraft","thaumcraft:log_silverwood",2.00,15.00
"Thaumcraft","thaumcraft:loot_crate_common",0.15,0.00
"Thaumcraft","thaumcraft:loot_crate_rare",0.15,0.00
"Thaumcraft","thaumcraft:loot_crate_uncommon",0.15,0.00
"Thaumcraft","thaumcraft:loot_urn_common",0.15,0.00
"Thaumcraft","thaumcraft:loot_urn_rare",0.15,0.00
"Thaumcraft","thaumcraft:loot_urn_uncommon",0.15,0.00
"Thaumcraft","thaumcraft:matrix_cost",2.00,30.00
"Thaumcraft","thaumcraft:matrix_speed",2.00,30.00
"Thaumcraft","thaumcraft:metal_alchemical",4.00,30.00
"Thaumcraft","thaumcraft:metal_alchemical_advanced",4.00,30.00
"Thaumcraft","thaumcraft:metal_brass",4.00,30.00
"Thaumcraft","thaumcraft:metal_thaumium",4.00,30.00
"Thaumcraft","thaumcraft:metal_void",4.00,30.00
"Thaumcraft","thaumcraft:mirror",0.10,60.00
"Thaumcraft","thaumcraft:mirror_essentia",0.10,60.00
"Thaumcraft","thaumcraft:nitor_black",0.10,7.50
"Thaumcraft","thaumcraft:nitor_blue",0.10,7.50
"Thaumcraft","thaumcraft:nitor_brown",0.10,7.50
"Thaumcraft","thaumcraft:nitor_cyan",0.10,7.50
"Thaumcraft","thaumcraft:nitor_gray",0.10,7.50
"Thaumcraft","thaumcraft:nitor_green",0.10,7.50
"Thaumcraft","thaumcraft:nitor_lightblue",0.10,7.50
"Thaumcraft","thaumcraft:nitor_lime",0.10,7.50
"Thaumcraft","thaumcraft:nitor_magenta",0.10,7.50
"Thaumcraft","thaumcraft:nitor_orange",0.10,7.50
"Thaumcraft","thaumcraft:nitor_pink",0.10,7.50
"Thaumcraft","thaumcraft:nitor_purple",0.10,7.50
"Thaumcraft","thaumcraft:nitor_red",0.10,7.50
"Thaumcraft","thaumcraft:nitor_silver",0.10,7.50
"Thaumcraft","thaumcraft:nitor_white",0.10,7.50
"Thaumcraft","thaumcraft:nitor_yellow",0.10,7.50
"Thaumcraft","thaumcraft:ore_amber",1.50,15.00
"Thaumcraft","thaumcraft:ore_cinnabar",2.00,15.00
"Thaumcraft","thaumcraft:ore_quartz",3.00,15.00
"Thaumcraft","thaumcraft:pattern_crafter",2.00,60.00
"Thaumcraft","thaumcraft:paving_stone_barrier",2.50,12.50
"Thaumcraft","thaumcraft:paving_stone_travel",2.50,12.50
"Thaumcraft","thaumcraft:pedestal_ancient",2.00,60.00
"Thaumcraft","thaumcraft:pedestal_arcane",2.00,60.00
"Thaumcraft","thaumcraft:pedestal_eldritch",2.00,60.00
"Thaumcraft","thaumcraft:pillar_ancient",2.50,12.50
"Thaumcraft","thaumcraft:pillar_arcane",2.50,12.50
"Thaumcraft","thaumcraft:pillar_eldritch",2.50,12.50
"Thaumcraft","thaumcraft:placeholder_anvil",2.50,12.50
"Thaumcraft","thaumcraft:placeholder_bars",2.50,12.50
"Thaumcraft","thaumcraft:placeholder_brick",2.50,12.50
"Thaumcraft","thaumcraft:placeholder_cauldron",2.50,12.50
"Thaumcraft","thaumcraft:placeholder_obsidian",2.50,12.50
"Thaumcraft","thaumcraft:placeholder_table",2.50,12.50
"Thaumcraft","thaumcraft:plank_greatwood",2.00,10.00
"Thaumcraft","thaumcraft:plank_silverwood",2.00,10.00
"Thaumcraft","thaumcraft:potion_sprayer",2.00,60.00
"Thaumcraft","thaumcraft:purifying_fluid",0.00,0.00
"Thaumcraft","thaumcraft:recharge_pedestal",2.00,60.00
"Thaumcraft","thaumcraft:redstone_relay",0.00,0.00
"Thaumcraft","thaumcraft:research_table",2.00,60.00
"Thaumcraft","thaumcraft:sapling_greatwood",0.00,0.00
"Thaumcraft","thaumcraft:sapling_silverwood",0.00,0.00
"Thaumcraft","thaumcraft:shimmerleaf",0.00,0.00
"Thaumcraft","thaumcraft:slab_ancient",2.00,30.00
"Thaumcraft","thaumcraft:slab_arcane_brick",2.00,30.00
"Thaumcraft","thaumcraft:slab_arcane_stone",2.00,30.00
"Thaumcraft","thaumcraft:slab_double_ancient",2.00,30.00
"Thaumcraft","thaumcraft:slab_double_arcane_brick",2.00,30.00
"Thaumcraft","thaumcraft:slab_double_arcane_stone",2.00,30.00
"Thaumcraft","thaumcraft:slab_double_eldritch",2.00,30.00
"Thaumcraft","thaumcraft:slab_double_greatwood",1.20,6.00
"Thaumcraft","thaumcraft:slab_double_silverwood",1.00,6.00
"Thaumcraft","thaumcraft:slab_eldritch",2.00,30.00
"Thaumcraft","thaumcraft:slab_greatwood",1.20,6.00
"Thaumcraft","thaumcraft:slab_silverwood",1.00,6.00
"Thaumcraft","thaumcraft:smelter_aux",1.00,30.00
"Thaumcraft","thaumcraft:smelter_basic",2.00,60.00
"Thaumcraft","thaumcraft:smelter_thaumium",2.00,60.00
"Thaumcraft","thaumcraft:smelter_vent",1.00,30.00
"Thaumcraft","thaumcraft:smelter_void",2.00,60.00
"Thaumcraft","thaumcraft:spa",2.00,60.00
"Thaumcraft","thaumcraft:stabilizer",2.00,60.00
"Thaumcraft","thaumcraft:stairs_ancient",2.00,30.00
"Thaumcraft","thaumcraft:stairs_arcane",2.00,30.00
"Thaumcraft","thaumcraft:stairs_arcane_brick",2.00,30.00
"Thaumcraft","thaumcraft:stairs_greatwood",2.00,10.00
"Thaumcraft","thaumcraft:stairs_silverwood",2.00,10.00
"Thaumcraft","thaumcraft:stone_ancient",2.00,30.00
"Thaumcraft","thaumcraft:stone_ancient_doorway",-1.00,30.00
"Thaumcraft","thaumcraft:stone_ancient_glyphed",2.00,30.00
"Thaumcraft","thaumcraft:stone_ancient_rock",-1.00,30.00
"Thaumcraft","thaumcraft:stone_ancient_tile",2.00,30.00
"Thaumcraft","thaumcraft:stone_arcane",2.00,30.00
"Thaumcraft","thaumcraft:stone_arcane_brick",2.00,30.00
"Thaumcraft","thaumcraft:stone_eldritch_tile",15.00,3000.00
"Thaumcraft","thaumcraft:stone_porous",1.00,15.00
"Thaumcraft","thaumcraft:table_stone",2.50,12.50
"Thaumcraft","thaumcraft:table_wood",2.00,10.00
"Thaumcraft","thaumcraft:taint_crust",10.00,300.00
"Thaumcraft","thaumcraft:taint_feature",0.10,7.50
"Thaumcraft","thaumcraft:taint_fibre",1.00,5.00
"Thaumcraft","thaumcraft:taint_geyser",10.00,300.00
"Thaumcraft","thaumcraft:taint_log",3.00,300.00
"Thaumcraft","thaumcraft:taint_rock",10.00,300.00
"Thaumcraft","thaumcraft:taint_soil",10.00,300.00
"Thaumcraft","thaumcraft:thaumatorium",2.00,60.00
"Thaumcraft","thaumcraft:thaumatorium_top",2.00,60.00
"Thaumcraft","thaumcraft:tube",0.50,15.00
"Thaumcraft","thaumcraft:tube_buffer",0.50,15.00
"Thaumcraft","thaumcraft:tube_filter",0.50,15.00
"Thaumcraft","thaumcraft:tube_oneway",0.50,15.00
"Thaumcraft","thaumcraft:tube_restrict",0.50,15.00
"Thaumcraft","thaumcraft:tube_valve",0.50,15.00
"Thaumcraft","thaumcraft:vis_battery",0.50,2.50
"Thaumcraft","thaumcraft:vis_generator",2.00,60.00
"Thaumcraft","thaumcraft:vishroom",0.00,0.00
"Thaumcraft","thaumcraft:void_siphon",2.00,60.00
"Thaumcraft","thaumcraft:wand_workbench",2.00,60.00
"Thaumic Arcana","thaumic_arcana:arcane_sieve",0.00,0.00
"Thaumic Arcana","thaumic_arcana:essentia_mine",0.00,0.00
"Thaumic Arcana","thaumic_arcana:magic_oak_sapling",0.00,0.00
"Thaumic Arcana","thaumic_arcana:paving_stone_disable_enchants",2.50,12.50
"Thaumic Arcana","thaumic_arcana:paving_stone_enable_enchants",2.50,12.50
"Thaumic Arcana","thaumic_arcana:silver_oak_sapling",0.00,0.00
"Thaumic Arcana","thaumic_arcana:taint_wine_cap",0.00,0.00
"Thaumic Arcana","thaumic_arcana:taint_wine_trunk",0.00,0.00
"Thaumic Arcana","thaumic_arcana:tainted_oak_sapling",0.00,0.00
"The Betweenlands","thebetweenlands:alembic",2.00,15.00
"The Betweenlands","thebetweenlands:algae",0.00,0.00
"The Betweenlands","thebetweenlands:amate_paper_pane_1",0.30,1.50
"The Betweenlands","thebetweenlands:amate_paper_pane_2",0.30,1.50
"The Betweenlands","thebetweenlands:amate_paper_pane_3",0.30,1.50
"The Betweenlands","thebetweenlands:angry_betweenstone",1.50,30.00
"The Betweenlands","thebetweenlands:animator",2.00,10.00
"The Betweenlands","thebetweenlands:aqua_middle_gem_block",1.50,30.00
"The Betweenlands","thebetweenlands:aqua_middle_gem_ore",1.50,30.00
"The Betweenlands","thebetweenlands:arrow_arum",0.00,0.00
"The Betweenlands","thebetweenlands:aspect_vial_block",0.40,2.00
"The Betweenlands","thebetweenlands:aspectrus_crop",0.00,0.00
"The Betweenlands","thebetweenlands:betweenlands_bedrock",-1.00,18000000.00
"The Betweenlands","thebetweenlands:betweenstone",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_brick_slab",2.00,30.00
"The Betweenlands","thebetweenlands:betweenstone_brick_stairs",1.50,30.00
"The Betweenlands","thebetweenlands:betweenstone_brick_wall",2.00,10.00
